,id,country,province,winery,variety,points,description
129210,198309,France,Burgundy,Manuel Olivier,Pinot Noir,86,beautifully perfumed leads fresh light attractive fruits dominate cherries plum skins touch final streak
132918,102017,Chile,Casablanca Valley,Ventisquero,Chardonnay,86,sturdy clean shows white fruits minerally toast mouth healthy sweet tropical melon papaya creamy pear finishes sweet vanilla
279843,48942,US,California,Ferguson Crest,Red Blend,92,eyed peas singer fergie winemaker joey tensley converge blend syrah merlot grenache cabernet sauvignon worth sitting least woody cigar aromas pick camphor flashes fall around cedar blueberry cherry milk chocolate
51042,70141,Australia,South Australia,The Lane,Cabernet Sauvignon,92,adelaide hills known hotspot cabernet sauvignon offering warm site excels cinnamon clove cracked pepper vanilla accent dark meaty full mistaken coming warmer region long earthy now–
126888,195987,France,Bordeaux,Château Cos d'Estournel,Bordeaux-style Red Blend,95,aromas wood spice fruits promises start powerful polished dense high percentage merlot blend packed massive bringing together heat saint estèphe imported diageo chateau estates
147806,116905,US,California,Hendry,Bordeaux-style Red Blend,83,closed slightly bitter edge blend petit verdot malbec cabernet sauvignon cabernet franc merlot weedy herbal streak prominent throughout
172099,141198,US,California,Wild Hogge,Cabernet Sauvignon,90,plum baked cherry meet concentrated purple flowers exotic middle eastern spices bottling palate starts sour cherry dives richer kirsch tobacco leather coffee finishing sanguine
269287,38386,France,Bordeaux,Château Fleur la Mothe,Bordeaux-style Red Blend,84,tight stalky smoky berry fruits strong layer young certainly soften likely remain light lean
223326,242425,US,California,A Donkey and Goat,Syrah,86,powerfully fruity packed blackberry cherry coffee sweet leather fairly tannic package finishes sweet shows control throughout
70975,90074,Austria,Burgenland,Wenzel,Pinot Noir,89,warm plums truffle fresh wood aging melded giving soft rounded core shows
201617,220716,US,California,Joseph Phelps,Chardonnay,94,bone minerally brisk mouthwatering subtle tropical citrus green apple honey shows real elegance complexity now–
152006,121105,US,Oregon,Girardet,Riesling,84,moderately aromatic tangerine lime herbs tart finishing touch bitter
12401,262401,New Zealand,Martinborough,Te Kairanga,Pinot Noir,88,light compared offerings supple round cherries rhubarb leafy herbal complexity
216940,236039,Italy,Tuscany,Donatella Cinelli Colombini,Red Blend,89,taste foglia tonda variety often blend sees rest sangiovese cherry vanilla nuances
213757,232856,US,California,Musetta,Sauvignon Blanc,86,sweeter classic lake county sauvignon blancs small production bottling sugary lemon lime pineapple fortunately balanced crisp citrusy sweet sour sauced foods like chinese pork chicken dishes
260873,29972,Chile,Casablanca Valley,Root:1,Sauvignon Blanc,85,aromas nettle gooseberry grapefruit mineral sharp distinct varietally appropriate short palate hollow edged green apple gooseberry green zesty pithy away
205114,224213,France,Alsace,Wunsch & Mann,Riesling,86,dominant petrol mature riesling sweetness perfumed character obviously ready
12151,262151,South Africa,Coastal Region,KWV,Cabernet Sauvignon,90,huge combine dominated south african industry turned quality producer shows fine elegance sophistication balances spice plums considerable restraint layered cabernet aging—three four
176220,145319,US,Washington,Saviah,Syrah,90,bang clean varietal syrah confident sharp toasty barrel married bright acidic berry flavored juicy spicy great companion winery mountain syrah shows different character varied washington terroir alcohol power kick
45663,64762,US,California,Santa Barbara Winery,Pinot Noir,87,boysenberry dried rose petals lilac lavender iconic winery affordable bottling pencil shavings dark purple boysenberry fruits deft
133041,102140,France,Burgundy,Chanson Père et Fils,Chardonnay,90,aromas considerable wood palate wood present giving layers toast spice yellow suggesting possibility future
117242,186341,France,Bordeaux,Château Fourcas Dupré,Bordeaux-style Red Blend,90,barrel sample smoothly integrated fruits structure layers caramel solid firm character
127649,196748,US,California,Wines of Carmel,Chardonnay,90,monterey chards often exhibit makes pick blind tasting smells fresh juicy lime tropical mouth forward oaky chard designed dazzle
246399,15498,US,Oregon,Evening Land,Chardonnay,94,summum block sits vineyard highest elevation seems ripen slowly extra complexity lower sugar levels elegant refined less face sister cuvées mixes citrus lemon lime pink grapefruit lighter suggestions pineapple papaya complex captivating long racy
88560,157659,US,California,Davis Family,Pinot Noir,90,muscular brambly cherry spicy cola layers lingers palate long initial fine example russian river valley winemakers laguna ridge cool warm section appellation shallow goldridge soils
123530,192629,US,California,Adelaida,Syrah,85,sweet dimensional soft acids framing candied cherries vanilla licorice
126619,195718,New Zealand,Marlborough,Allan Scott,Sauvignon Blanc,87,proprietor—you guessed allan scott—doesn like herbaceousness sauvignon blanc tell ripeness green instead mild grapefruit coupled melon passion
192995,212094,US,California,Robert Mondavi,Chardonnay,86,tropical citrus generously oaked chardonnay made modern style designed appeal properly crisp fine minerality overworked feel heavy hand winemaker
54817,73916,US,California,Chamisal Vineyards,Chardonnay,88,popular bottling offers tropical salad array always honeydew cantaloupe pineapple guava banana aromas particular vintage refreshing zestiness steely structure lime like drive palate balancing buttercream peach custard
89300,158399,France,Burgundy,Domaine Gérard Duplessis,Chardonnay,90,vines cooler left bank serein river offers toast spice yellow fruits tense zingy lemon zest textured tense full minerality
115626,184725,US,Washington,Castle Rock,Merlot,86,sources cited vintage herbal undertones suggest yakima valley grapes crafted softens chance shine pale cherry balanced acids tricks frills
38085,57184,US,California,Kendall-Jackson,Riesling,83,frankly sweet riesling made cool coastal grapes benefits crisp tartness balances sugary peach citrus honeysuckle
47391,66490,France,Burgundy,Louis Max,Chardonnay,86,yellow fruits dominate full balanced apple freshness offers apricots creamed pear backed simple fruity delicious
173389,142488,Australia,South Australia,Peter Lehmann,Cabernet Sauvignon,89,solve every steakhouse ordering quandary bottle features structure stand rare beef without excessive weight vanilla dark chocolate depth interest currant fine dusty clean now–
245242,14341,US,Oregon,Namasté Vineyards,Chardonnay,80,oxidized almost point tawny glass soft buttery virtually left finishes bitter edge
246730,15829,Chile,Colchagua Valley,Root:1,Cabernet Sauvignon,85,smells roasted leathery distinct earthy baked bean influenced aromas feels edgy generic boysenberry chocolate vanilla shows buttery carob
253191,22290,US,California,Rotta,Zinfandel,92,intoxicating aromas plum jelly violets blueberry chocolate cinnamon pencil lead focus bottling family paso game since blackberry jelly lifted lavender anise spice
116643,185742,Chile,Maule Valley,Aguirre,Sauvignon Blanc,83,smells sort gaseous mealy soft fleshy palate green banana melony mild green leaning bitter flabby structure
34792,53891,US,New York,Hudson-Chatham,Red Blend,85,highly unusual blend burdin rare french hybrid chambourcin grapes offers delicate maraschino cherry berry slightly fragile whiffs tobacco garden soil lend complexity lingers tart tannin
142543,111642,US,Washington,Mercer,Cabernet Sauvignon,87,brings aromas caramel blue barrel spice herb followed elegantly styled gritty light bitter distracts
80088,99187,France,Beaujolais,Domaine Lathuilière-Gravallon,Chardonnay,90,textured shows potential chardonnay beaujolais region acres vines average seven mature tight mineral character balanced yellow white fruits refreshing final
85697,154796,Italy,Tuscany,Eucaliptus,Red Blend,90,small producer vineyard breakfast coastal tuscany proves promising newcomer blend cabernet syrah aged cement tanks barrique shows dark inky graphite succulent shows bold style
109056,178155,Chile,Casablanca Valley,Viu Manent,Pinot Noir,86,spicy racy plum cherry aromas spot herbs feels lively zesty hard bolstering true choppy raspberry citrus peppery drying tight nails
277159,46258,US,California,Ehret,Cabernet Sauvignon,86,thin blackberry showing veggie tannic might seen better days
48931,68030,Chile,Casablanca Valley,Concha y Toro,Sauvignon Blanc,88,partial barrel fermentation shows vanilla cream marry smoothly grapefruit melon grapefruit shades toward pink particularly pleasantly crisp
55738,74837,Italy,Tuscany,Jacopo Biondi-Santi,Red Blend,93,eight beautiful point evolution delicate elegance refined perfumes special accents cinnamon mineral tones bright sophisticated persistent silky sweet spice close
67597,86696,US,California,Zinfandelic,Zinfandel,82,pronounced jolt backyard compost jumps first followed thin layers cranberry quickly wrapped
261667,30766,France,Rhône Valley,Paul Jaboulet Aîné,Syrah,86,olive espresso backed bright cherry medium bodied syrah pleasant quaff turns slightly
187122,206221,US,California,El Roy,Cabernet Sauvignon,87,soft made drinking polished berry cherry tobacco sweet spice price upscale character
232971,2070,US,California,Alma Rosa,Pinot Noir,90,elegantly structured firm silky texture fine balance shows cherry currant cola sandalwood delicious close making hard
178703,147802,Chile,Central Valley,Chilensis,Merlot,84,mature smelling earth bramble vying berry aromas palate firm feels solid mixed berries offset herbal action feels tastes overt flaws
114066,183165,Germany,Pfalz,Fitz-Ritter,Chardonnay,91,medium gold color attractive quite citrussy orange floral touch honey layered reasonably complex richly textured palate medium bodied taut balanced ample orchard melon evident minerality across palate persistent layered savory
113926,183025,US,California,Ortman Family,Syrah,85,fruity direct sharp acids jammy blackberries cherries okay everyday
181187,200286,Australia,South Australia,Grant Burge,Riesling,88,feminine broad palate pear talc start things heaps stone white pepper citrus quite kick recent vintages imported wilson daniels
77658,96757,US,California,VML,Chardonnay,88,lemon lime lemon curd mark lemon theme continues throughout layers apple vanilla perceptible near round voluptuous
223870,242969,Chile,Casablanca Valley,Concha y Toro,Sauvignon Blanc,90,clean fresh forward aromas passion lemon lime peach body perfectly balanced grapefruit tiny mineral grace long persistent cheerful white probably best sauvignon blanc chile imported banfi vintners
73197,92296,US,California,Eagle Glen,Chardonnay,84,smooth approachable straightforward unfussy offerings buttery toast fruitiness derived entirely tropics
